JSON,162,9,52500,5.00,3275,2.15,769
Bash Shell,163,23,55000,0,3273,2.15,640
Citrix,164,-27,42000,5.00,3247,2.14,462
Configuration Management,165,3,57500,0,3241,2.13,680
MongoDB,166,-26,60000,9.09,3240,2.13,706
SC Cleared,167,59,51500,14.44,3207,2.11,966
Data Modelling,168,11,60000,9.09,3179,2.09,532
Apple iOS,169,7,50000,5.26,3153,2.07,660
Internet,170,8,50000,11.11,3060,2.01,542
Microsoft Certification,171,-15,42500,6.25,3051,2.01,663
OOP,172,-43,47500,5.55,3043,2.00,836
Windows 7,173,-9,31000,3.33,3038,2.00,313
SOAP,174,1,50000,0,2994,1.97,604
Manufacturing,175,-28,47500,-4.04,2978,1.96,1735
Asset Management,176,-50,62500,8.69,2966,1.95,335
Solutions Architect,177,27,75000,0,2964,1.95,544
MS Exchange,178,-11,35000,4.47,2961,1.95,461
Line Management,179,15,56500,2.72,2941,1.93,452
Games,180,-20,50000,11.11,2935,1.93,932
Twitter Bootstrap,181,-40,49000,15.29,2922,1.92,674
Data Analysis,182,11,50000,11.11,2918,1.92,509
Collaborative Working,183,38,52095,4.19,2864,1.88,585
Administrator,184,-11,42500,0,2856,1.88,647
Visualisation,185,42,52500,0,2837,1.87,598
Team Foundation Server,186,2,48867,2.87,2805,1.84,538
Windows Server 2012,187,-41,37500,1.35,2802,1.84,445
Algorithms,188,18,62500,4.16,2797,1.84,719
Hadoop,189,8,70000,7.69,2790,1.84,455
Hyper-V,189,-9,42500,6.25,2790,1.84,575
ISO/IEC 27001,190,35,55000,-1.78,2756,1.81,386
IT Strategy,191,53,65000,0,2745,1.81,308
Time Management,192,15,45000,0,2736,1.80,563
Infrastructure Engineer,193,30,46500,9.41,2735,1.80,624
Full Stack Developer,194,35,50000,0,2722,1.79,758
Java 8,195,50,62500,4.16,2720,1.79,589
Legal,195,-26,50500,-3.80,2720,1.79,1315
Opscode Chef,196,-12,62500,4.16,2707,1.78,479
Power BI,197,85,50000,5.26,2678,1.76,553
JavaScript Developer,198,-43,50000,5.26,2660,1.75,716
IT Manager,199,-16,55000,4.76,2657,1.75,313
GDPR,200,109,52500,-12.50,2647,1.74,463
CISSP,201,15,61500,2.50,2635,1.73,317
WCF,202,-98,48000,5.49,2631,1.73,448
Graduate,203,12,27500,3.77,2624,1.73,599
Terraform,204,169,67500,3.84,2614,1.72,635
Enterprise Software,205,-14,55000,0,2610,1.72,436
IT Support,206,11,28000,7.69,2599,1.71,614
SCCM,207,25,45000,5.88,2575,1.69,343
SQL Developer,208,-34,47500,5.55,2564,1.69,477
Windows Server 2008,209,-44,37500,7.14,2548,1.68,383
SOA,210,-20,65000,4.83,2535,1.67,393
.NET Core,211,345,52500,5.00,2528,1.66,620
Advertising,212,-114,55000,15.78,2524,1.66,948
Salesforce.com,213,-18,52500,-4.54,2508,1.65,597
PHP Developer,214,-56,40000,6.66,2476,1.63,689
Customer Requirements,215,61,52500,5.00,2462,1.62,460
Scala,216,-15,70000,3.70,2428,1.60,495
Law,217,1,57500,11.65,2427,1.60,487
Workflow,218,3,52500,5.00,2424,1.59,479
Incident Management,219,12,45000,-1.09,2420,1.59,257
VPN,220,-17,45000,0,2369,1.56,461
DHCP,221,-1,40000,0,2363,1.55,443
Network Engineer,221,14,47500,5.55,2363,1.55,531
Maven,222,27,57500,0,2361,1.55,411
Network Security,223,20,55000,2.56,2357,1.55,358
CMS,224,-35,45000,0,2349,1.55,536
Apache,225,-15,50000,0,2329,1.53,413
Lead Developer,226,-17,65000,4.00,2318,1.52,417
Tableau,227,32,50000,0,2300,1.51,381
IT Analyst,228,33,35000,7.69,2294,1.51,243
User Acceptance Testing,229,-27,50000,11.11,2283,1.50,357
Elasticsearch,229,40,60000,4.34,2283,1.50,437
Multithreading,230,-32,65000,13.04,2273,1.50,420
Entity Framework,231,-46,45000,0,2266,1.49,553
Sass,232,-24,45000,0,2251,1.48,706
Web Developer,233,-52,40000,0,2238,1.47,776
Data Management,234,0,55000,0,2233,1.47,445
Applications Support,235,-30,42500,6.25,2231,1.47,220
Data Protection,236,32,55000,0,2218,1.46,364
Cucumber,237,-7,52500,5.00,2214,1.46,399
Apache Spark,238,15,72500,3.57,2213,1.46,365
Junior Developer,239,0,30000,0,2199,1.45,501
High Availability,240,7,55000,4.76,2190,1.44,397
Data Analytics,241,26,60000,9.09,2187,1.44,412
PaaS,241,66,67500,3.84,2187,1.44,469
Confluence,242,96,53000,0.95,2159,1.42,329
Software Testing,243,23,40000,0,2154,1.42,406
Tester,244,8,45000,5.88,2149,1.41,447
Business Development,245,-32,57500,4.54,2137,1.41,590
IIS,245,-9,47750,6.11,2137,1.41,319
TypeScript,246,98,52500,5.00,2130,1.40,634
Senior Analyst,247,15,50000,0,2129,1.40,227
Disaster Recovery,248,12,50000,3.09,2111,1.39,340
HP,249,-16,43500,-3.33,2107,1.39,419
Technical Leadership,250,13,63354,-2.53,2104,1.38,412
Kafka,251,128,70000,3.70,2091,1.38,414
SQL Server Analysis Services,252,-15,50000,5.26,2079,1.37,350
Perl,252,-28,56000,1.81,2079,1.37,363
Web Application Development,253,-91,50000,17.64,2070,1.36,407
Programme Management,254,4,60000,0,2060,1.35,225
Vue.js,255,261,48750,8.33,2055,1.35,539
CCNP,256,9,55000,10.00,2052,1.35,361
TeamCity,257,15,60000,0,2040,1.34,343
Wireless,258,-8,47500,0,2026,1.33,496
CCNA,258,-16,40000,-1.23,2026,1.33,332
Software Delivery,259,19,59250,7.72,2019,1.33,294
Process Improvement,260,-4,51000,2.00,2004,1.32,334
PMO,261,37,52095,4.19,1990,1.31,223
SQL Server 2016,262,-48,50500,18.82,1979,1.30,340
Hibernate,263,-58,55000,4.76,1970,1.30,398
Front Office,264,-26,75000,0,1958,1.29,235
Red Hat,265,26,55000,4.76,1935,1.27,312
Subversion,265,-65,48250,1.04,1935,1.27,405
R,266,31,60000,0,1925,1.27,266
ITSM,267,35,46000,-8.00,1923,1.26,155
ASP.NET Developer,267,-71,45000,5.88,1923,1.26,313
WPF,268,-81,50000,5.26,1915,1.26,385
Spring Boot,269,186,60000,0,1914,1.26,406
Test Engineer,270,70,47500,11.76,1911,1.26,419
IT Engineer,271,48,32500,8.33,1876,1.23,323
SOLID,272,13,52500,0,1846,1.21,413
IBM,273,31,57500,4.54,1844,1.21,310
TOGAF,274,25,75000,3.44,1841,1.21,278
PL/SQL,275,15,50165,5.61,1835,1.21,219
Digital Marketing,276,10,47500,5.55,1831,1.20,325
Test Scripting,277,-13,45000,11.11,1828,1.20,390
Designer,278,-1,49440,9.86,1814,1.19,669
Electronics,278,-4,47500,0,1814,1.19,933
Test Analyst,279,44,37500,0,1808,1.19,284
Microsoft PowerPoint,280,50,45000,12.50,1799,1.18,296
GitHub,281,14,57500,9.78,1790,1.18,440
Adobe,282,-9,42500,6.25,1787,1.18,511
Performance Tuning,283,-13,53500,1.90,1784,1.17,264
Java Engineer,284,-5,55000,0,1782,1.17,325
Dynamics CRM,285,-31,50000,-9.09,1771,1.16,457
Service Analyst,286,1,26500,-3.63,1765,1.16,147
Go,287,125,67500,8.00,1759,1.16,367
Senior Java Developer,287,-3,65000,8.33,1759,1.16,309
SAN,288,-42,45000,0,1753,1.15,332
SIEM,289,52,58750,-2.08,1740,1.14,209
IaaS,290,21,62500,-3.84,1722,1.13,330
Investment Banking,291,-153,70000,0,1721,1.13,167
VoIP,292,8,38000,-8.43,1711,1.13,371
Team Leader,292,-41,55000,0,1711,1.13,236
Root Cause Analysis,293,79,50000,11.11,1701,1.12,203
Validation,294,12,52500,5.00,1694,1.11,550
Enterprise Architecture,295,31,70000,-6.66,1693,1.11,181
MCSE,296,-8,45000,11.80,1692,1.11,235
Product Management,297,6,60000,0,1688,1.11,239
C# ASP.NET Developer,298,-76,45000,5.88,1683,1.11,255
Logistics,299,21,52500,10.52,1678,1.10,403
Python Developer,300,35,57500,4.54,1666,1.10,399
Redux,301,121,60000,0,1638,1.08,469
B2B,302,11,55000,10.00,1632,1.07,369
Test Strategy,303,13,50000,0,1626,1.07,284
DBA,304,1,47500,0,1601,1.05,236
Senior Manager,305,11,67500,3.84,1595,1.05,222
Data Structures,306,57,62500,4.16,1587,1.04,375
J2EE,307,-67,57500,4.54,1586,1.04,232
C# Software Developer,308,-14,45000,5.88,1573,1.03,351
ES6,309,94,55000,-8.33,1568,1.03,474
Cloud Computing,310,92,60000,0,1562,1.03,237
Problem Management,311,-30,45000,0,1554,1.02,177
Data Visualisation,312,59,53000,4.95,1548,1.02,321
Senior Software Engineer,313,24,62500,13.63,1546,1.02,354
Data Quality,314,38,55000,4.76,1545,1.02,266
Thought Leadership,315,42,70000,-2.09,1528,1.01,199
Ajax,316,-105,47500,7.95,1527,1.00,323
CheckPoint,317,68,55000,0,1524,1.00,234
Wireframes,318,44,50000,5.26,1502,0.99,399
Senior .NET Developer,319,-7,55000,7.05,1485,0.98,281
JUnit,320,-25,52500,0,1481,0.97,319
Middleware,321,-3,57500,-4.16,1477,0.97,260
Deployment Automation,322,54,60000,-4.00,1470,0.97,232
Wealth Management,323,-141,62500,13.63,1462,0.96,107
RabbitMQ,324,57,60000,4.34,1460,0.96,308
2nd Line Support,324,-16,27500,0,1460,0.96,150
HTTP,325,-15,58625,11.66,1457,0.96,303
ISEB,325,3,45000,11.11,1457,0.96,223
UML,326,1,55000,0,1455,0.96,267
Penetration Testing,327,70,60000,4.34,1443,0.95,168
Red Hat Enterprise Linux,328,47,55000,4.76,1439,0.95,235
Public Cloud,329,110,67500,0,1437,0.95,337
Graduate Developer,330,58,27500,3.77,1432,0.94,219
Oracle Database,331,-56,52000,4.00,1430,0.94,229
Physics,332,7,50000,0,1429,0.94,328
.NET Software Developer,333,-32,45000,5.88,1426,0.94,272
VB.NET,334,-51,42500,6.25,1420,0.93,364
Laravel,335,-43,40000,0,1409,0.93,481
Shell Script,336,-19,55000,4.76,1404,0.92,263
Change Control,337,57,45000,-5.26,1403,0.92,205
Hedge funds,338,79,72500,3.57,1400,0.92,191
Use Case,339,4,56500,2.72,1399,0.92,251
Data Analyst,340,-8,40000,0,1384,0.91,172
RDBMS,341,10,55000,0,1378,0.91,237
Pair Programming,342,78,60000,0,1366,0.90,276
Manual Testing,343,29,42500,6.25,1362,0.90,232
Data Engineer,343,215,67500,3.84,1362,0.90,290
Release Management,344,-30,55000,4.76,1359,0.89,209
Serverless,345,275,62500,4.16,1352,0.89,410
Statistics,346,-24,57500,4.54,1351,0.89,230
Juniper,347,-14,55000,14.58,1340,0.88,257
Technical Architecture,348,80,70000,7.69,1338,0.88,224
Foreign Exchange FX,349,25,72500,-3.33,1336,0.88,147
ITIL Certification,350,42,50000,11.11,1334,0.88,146
CISM,350,-19,65000,0,1334,0.88,199
Apache Cassandra,351,23,65000,0,1333,0.88,214
Tomcat,351,-62,55000,4.76,1333,0.88,222
Prototyping,352,34,55000,4.76,1331,0.88,414
Octopus Deploy,353,134,60000,-4.00,1328,0.87,168
Systems Engineer,354,-25,48750,2.63,1311,0.86,531
React Developer,355,125,56500,2.72,1306,0.86,448
SQL Server 2008,356,-41,50000,11.11,1304,0.86,195
Acceptance Criteria,357,66,50000,1.01,1303,0.86,161
Driving Licence,358,29,32367,7.88,1299,0.85,778
Service Manager,359,-25,52500,0,1298,0.85,152
Delivery Manager,360,47,62500,4.16,1296,0.85,233
Business Intelligence Developer,361,-37,45000,0,1295,0.85,263
Security Analyst,362,38,45000,-10.00,1285,0.85,164
ISTQB,363,46,42500,10.38,1281,0.84,265
MPLS,364,14,52500,0,1269,0.83,239
ASP.NET MVC Developer,365,-85,44000,-2.22,1266,0.83,188
Service Desk Analyst,366,38,24000,0,1265,0.83,106
Linux Engineer,367,-31,55000,4.76,1264,0.83,281
People Management,368,-26,60578,2.67,1263,0.83,200
PCI DSS,369,-14,55000,-4.34,1259,0.83,176
Security Engineer,370,84,55000,4.76,1255,0.83,291
OOD,371,-78,50000,0,1250,0.82,254
ServiceNow,372,135,55000,10.00,1247,0.82,143
ITIL V3,373,34,44500,-3.26,1240,0.82,115
Development Manager,374,-28,68500,9.60,1238,0.81,155
WebDriver,375,-28,50000,0,1235,0.81,215
Data Migration,376,17,55000,4.76,1234,0.81,218
Splunk,377,108,60000,0,1230,0.81,155
PhD,378,-53,60000,9.09,1224,0.81,308
LAMP,379,-68,43690,2.80,1222,0.80,276
KnockoutJS,379,-124,50000,17.64,1222,0.80,246
Stakeholder Engagement,380,-22,58000,5.45,1216,0.80,170
Derivative,380,56,70000,-6.66,1216,0.80,111
Cloud Engineer,380,69,60000,9.09,1216,0.80,262
MS Visio,381,-3,50000,11.11,1215,0.80,149
Investment Management,382,65,65000,8.33,1210,0.80,116
Equities,383,35,72500,-3.33,1208,0.79,69
Atlassian Bamboo,384,57,65000,13.04,1201,0.79,199
Integration Testing,385,-20,50000,0,1196,0.79,244
Fixed Income,386,91,70000,-6.66,1191,0.78,88
AWS Engineer,386,97,62500,4.16,1191,0.78,257
Regression Testing,387,16,42500,0,1184,0.78,263
Product Manager,388,43,60000,0,1176,0.77,119
SQL Server 2012,389,-36,50000,11.11,1174,0.77,192
Wi-Fi,390,98,45000,5.88,1173,0.77,241
Virtual Team,390,0,62500,8.69,1173,0.77,200
Back Office,391,-27,55000,-4.34,1167,0.77,178
DV Cleared,392,105,50000,11.11,1164,0.77,276
Creative Thinking,393,110,50000,0,1157,0.76,271
Scaled Agile Framework,394,284,62500,-3.84,1155,0.76,92
QA Engineer,395,87,50000,11.11,1154,0.76,168
Systems Administrator,396,-16,42500,0,1150,0.76,285
Security Operations,397,75,55000,-5.17,1142,0.75,137
Django,397,79,55000,4.76,1142,0.75,270
Applications Support Analyst,398,-7,40000,6.66,1136,0.75,107
Technical Architect,399,21,75000,0,1134,0.75,256
iOS Development,400,-23,52500,5.00,1131,0.74,276
BGP,401,39,52500,0,1127,0.74,189
webpack,401,82,52500,-4.54,1127,0.74,300
Apple,402,-54,35000,0,1120,0.74,230
Cloud Architect,403,147,85000,9.67,1119,0.74,183
CentOS,404,7,52500,5.00,1117,0.73,249
Technical Leader,405,-19,67500,8.00,1116,0.73,134
Performance Management,406,24,60000,14.28,1109,0.73,154
Mobile Development,407,-25,50000,0,1104,0.73,285
Microsoft Project,408,24,55000,10.00,1097,0.72,100
Business Continuity,409,53,50000,-9.09,1096,0.72,174
Java Software Engineer,410,4,55000,0,1091,0.72,213
Continuous Deployment,411,108,60000,9.09,1082,0.71,211
Blockchain,412,55,72500,7.40,1076,0.71,192
VLAN,413,12,42500,6.25,1075,0.71,219
Functional Testing,414,39,50000,11.11,1070,0.70,242
Load Balancing,415,48,59000,18.00,1068,0.70,178
Redis,416,18,57500,0,1065,0.70,247
Gradle,416,112,61500,2.50,1065,0.70,177
Android Development,417,-67,52500,5.00,1063,0.70,345
PMI Certification,418,66,57500,-4.16,1048,0.69,89
Skype,419,-9,47500,0,1045,0.69,179
WordPress,420,-21,35000,0,1042,0.69,349
Visual Studio Team System,421,332,60000,14.28,1039,0.68,209
Security Manager,421,71,65000,-3.70,1039,0.68,124
C Developer,422,21,60000,14.28,1035,0.68,293
Content Management,423,-4,52500,10.52,1033,0.68,202
Technical Support,424,35,31125,3.75,1031,0.68,119
AWS CloudFormation,424,205,65000,0,1031,0.68,249
Project Planning,425,-38,55000,10.00,1027,0.68,180
VBA,426,-2,45000,0,1024,0.67,164
Cisco ASA,427,6,55000,4.76,1017,0.67,209
Senior Consultant,427,-14,65000,0,1017,0.67,115
Social Media,428,-59,42500,6.25,1016,0.67,269
SQL DBA,429,22,47500,-5.00,1015,0.67,138
VB,430,-71,42500,-3.40,1014,0.67,246
Senior C# Developer,430,-81,55000,5.26,1014,0.67,217
Performance Testing,431,63,50000,0,1013,0.67,185
Amazon EC2,432,104,66000,10.00,1006,0.66,242
Workshop Facilitation,433,-32,55000,10.00,1005,0.66,121
Angular Developer,433,-88,50000,-4.76,1005,0.66,228
Scenario Testing,434,61,45000,-5.26,1004,0.66,119
Portfolio Management,435,192,65000,4.00,1003,0.66,73
ASP.NET MVC 5,436,-244,50000,17.64,1002,0.66,196
vSphere,436,1,45000,0,1002,0.66,198
Data Architecture,437,34,72750,3.92,1000,0.66,163
Data Integration,438,14,60000,4.34,998,0.66,171
Service Design,439,40,60000,9.09,989,0.65,227
Data Scientist,440,28,65000,8.33,986,0.65,93
QlikView,441,-36,52500,5.00,979,0.64,174
Responsive Web Design,442,-88,45000,0,978,0.64,318
Automotive,443,5,47500,5.55,977,0.64,693
Publishing,443,-37,57000,8.57,977,0.64,206
gulp,444,-48,49242,3.66,976,0.64,231
Desktop Support,445,11,31000,6.89,975,0.64,65
Palo Alto,446,59,60000,4.34,974,0.64,133
Angular 2,447,-39,52500,0,973,0.64,217
Customer Engagement,448,113,57500,9.52,972,0.64,151
OSPF,448,22,52500,-4.54,972,0.64,152
IT Support Engineer,448,54,29500,9.25,972,0.64,145
WinForms,449,-54,45000,0,970,0.64,211
UX Designer,449,63,50000,5.26,970,0.64,345
Dynamics 365,449,-23,55000,-8.33,970,0.64,556
Java EE,450,-94,60000,9.09,969,0.64,169
Software Architecture,451,72,60000,4.34,968,0.64,208
MCSA,452,-2,42500,18.05,967,0.64,153
MVVM,453,-24,52500,5.00,960,0.63,178
Symfony,454,-93,42500,0,954,0.63,273
Python Engineer,455,95,60000,9.09,945,0.62,181
System Testing,456,27,45000,0,944,0.62,135
Financial Institution,457,-59,70000,7.69,943,0.62,163
Data Engineering,458,347,65000,-3.70,941,0.62,120
Digital Transformation Programme,459,147,59855,-0.24,940,0.62,154
Photoshop,460,-77,37500,7.14,936,0.62,336
Security Management,460,100,60000,9.09,936,0.62,95
NetApp,461,29,47500,5.55,935,0.62,131
Business Transformation,461,-4,60000,0,935,0.62,104
Dependency Injection,462,-96,50000,5.26,932,0.61,189
Data Architect,462,87,77500,3.33,932,0.61,138
Vulnerability Management,463,137,57500,-4.16,931,0.61,62
Skype for Business,463,-74,47000,-1.05,931,0.61,149
Matrix Organization,464,69,60000,0,925,0.61,105
Security Architecture,465,13,70000,2.94,921,0.61,129
F5,466,-39,55000,0,917,0.60,155
Apache Hive,467,115,72500,3.57,916,0.60,137
Low Latency,468,-84,80000,12.28,913,0.60,227
NUnit,469,-148,52500,9.37,912,0.60,148
Requirements Analysis,470,54,50000,-9.09,911,0.60,137
Bitbucket,471,71,50000,-4.76,904,0.59,227
Hybrid Cloud,472,248,72500,3.57,903,0.59,166
VMware ESXi,473,-11,45000,0,898,0.59,170
3rd Line Engineer,474,-30,38500,-3.75,897,0.59,149
SEO,475,-120,42500,21.42,896,0.59,305
Agile Developer,475,-107,60000,9.09,896,0.59,142
2nd Line Engineer,476,26,29475,7.18,893,0.59,98
Amazon S3,476,168,65000,0,893,0.59,199
Clustering,477,-39,50000,0,892,0.59,140
Automation Tester,478,-3,45000,-5.26,889,0.58,162
Technical Manager,479,-14,60000,9.09,885,0.58,112
Technical Analyst,480,7,40000,3.89,884,0.58,125
BusinessObjects,481,-65,50000,0,880,0.58,126
Test Management,482,52,50000,5.26,879,0.58,95
Strategic Thinking,483,76,57500,-16.95,877,0.58,102
Technical Consultant,483,17,55000,10.00,877,0.58,128
Ubuntu,484,47,52500,5.00,876,0.58,197
Dell,485,-19,42500,6.25,874,0.57,195
